course_id,catalogue_id,course_name,course_name_short,department_name,course_description,units,grading_type,grade_requirement,prerequisites,corequisites,pre_co_requisites,misc_lab,GE_area,course_level,course_notes
115929,13,CHE 192 - Introduction to Biochemical Engineering,CHE 192,CHE,"Enzyme kinetics and enzyme reactors, enzyme isolation and purification, cellular regulation and recombinant DNA technology, microbial kinetics and design/operation of fermenters.",3 unit(s),Letter Graded,C-,"CHEM 112A, or both CHEM 130A and CHEM 130B, or CHEM 135 or CHE 158.",,,,,Upper,
115930,13,CHE 194 - Biochemical Engineering Lab,CHE 194,CHE,"Principles, concepts and mechanisms of growth and purification of products from biological systems investigated, with emphasis on scale-up procedures. Recombinant DNA techniques and bioinformatics included.",3 unit(s),Letter Graded,C-,,,CHE 192.,Lecture 2 hour/lab 3 hours.,,Upper,
115931,13,CHE 207 - Mass Transfer,CHE 207,CHE,"An advanced study of the principles of mass transfer in the diffusional operations of distillation, absorption. extraction, drying and humidification.",3 unit(s),Letter Graded,C-,CHE 160B.,,,,,Upper,
115932,13,CHE 211 - Advanced Chemical Engineering Thermodynamics,CHE 211,CHE,Quantitative development of fundamental laws of thermodynamics and their application to chemical processes. Equilibria and thermal effects in homogeneous and heterogeneous systems. Studies of behavior of complex mixtures and high pressure phenomena.,3 unit(s),Letter Graded,C-,CHE 151 and MATH 33A.,,,,,Upper,
115933,13,FREN 1B - Elementary French,FREN 1B,FREN,Basic structure of the language in the context of culture.,4 unit(s),Letter Graded,C-,FREN 1A (or equivalent).,,,,C2: Humanities.,Lower,
115934,13,CHE 219 - Transport Processes,CHE 219,CHE,"Derivation of general differential equations for transport of heat, mass and momentum; kinetic theory of fluids and its application to transport phenomena based on molecular motion; methods for estimating transport coefficients in fluids.",3 unit(s),Letter Graded,C-,CHE 160B.,,,,,Upper,
115935,13,CHE 297 - Special Topics in Chemical Engineering,CHE 297,CHE,Special topics to augment regularly-scheduled graduate courses.,1-4 unit(s),Letter Graded,C-,Graduate standing or instructor permission.,,,,,Upper,
115936,13,CHE 298 - MS Research/Project,CHE 298,CHE,Master&#8217;s project work in Chemical Engineering.,1-2 unit(s),Mandatory Credit/No Credit/RP,C-,Admission to candidacy. Not available to Open University Students,CHE 281.,,,,Upper,
115937,13,CHE 299 - Master&#8217;s Thesis,CHE 299,CHE,Master&#8217;s thesis work in Chemical Engineering.,1-3 unit(s),Mandatory Credit/No Credit/RP,C-,CHE 281 and CHE 298. CHE 298 may be taken co-currently wtih instructor approval. Not available to Open University Students.,,,,,Upper,
115938,13,CHE 199 - Special Topics in Chemical and Materials Engineering,CHE 199,CHE,Special Topics in Chemical and Materials Engineering. Content varies from semester to semester. Course is repeatable for a total of 6 units.,3 unit(s),Letter Graded,C-,Instructor consent.,,,,,Upper,
115939,13,CHE 293 - Applied Bioinformatics,CHE 293,CHE,"Bioinformatics theory and applications including sequence search, proteomics, molecular modeling, and combinatorial chemistry. Students will work in teams and be guided in independent inquiry to solve practical bioinformatics problems.",3 unit(s),Letter Graded,C-,Senior or graduate standing in engineering or science.,,,,,Upper,
115940,13,CHE 1290R - Culminating Experience Supervision,CHE 1290R,CHE,"Continued work on dissertation, thesis, or project or in preparation for comprehensive exams beyond the minimum required units for cases in which final deliverables are still in progress and all other degree requirements except the culminating experience have been fulfilled.",1 unit(s),Credit/No Credit/No Degree Credit,C-,Outstanding RP grade in a previous semester in ChE 298 or 299,,,,,Lower,No Degree Credit
115941,13,CHE 165B - Plant Design II,CHE 165B,CHE,"Continuation of the technical and economic evaluation of a chemical processing plant, including most aspects of a typical industrial design. Major plant design project report required. Second of two-course sequence.",2 unit(s),Letter Graded,C-,CHE 165A; instructor consent.,,,,,Upper,
115942,13,CHE 172 - Biofuels Process Engineering,CHE 172,CHE,"Focus on the practical applications of engineering principles and practices used to produce the three major biofuels products commonly available today: ethanol, biodiesel and methane. Differences between entrepreneurial efforts and more traditional processes will be explored.",3 unit(s),Letter Graded,C-,"MATH 32 or MATH 32H or MATH 32X, and junior standing.",,,,,Upper,
115943,13,CHE 176 - Energy Storage Systems,CHE 176,CHE,"Principles and technology of energy conversion related to energy storage systems such as batteries, fuel cells, solar cells, and super capacitors. Relationships among electricity, chemistry, heat and mass transfer in energy storage systems. Energy storage system design and applications are emphasized.",3 unit(s),Letter Graded,C-,Junior Standing. Engineering and Science majors only,,,,,Upper,
115944,13,CHE 291 - Industrial Bioseparations,CHE 291,CHE,"Industrial considerations for downstream bioseparation processes including design, troubleshooting, scale-up, economics and validation with a focus on pharmaceutical products.",3 unit(s),Letter Graded,C-,CHE 192 or biochemistry or relevant industrial experience.,,,,,Upper,
115945,13,CHE 180R - Undergraduate Research and Projects,CHE 180R,CHE,"Individual work on special topics by arrangement. This section is for students working on formal, structured research or projects that are substantial enough to meet the requirements of the elective ChE lab requirement in each of the emphasis tracks.",1-3 unit(s),Letter Graded,C-,,,,,,Upper,
115946,13,CHE 299I - Master&#8217;s Thesis Internship,CHE 299I,CHE,Master&#8217;s thesis work in Chemical Engineering.  This section is for students completing their Master&#8217;s thesis work at an off campus location.,1-3 unit(s),Mandatory Credit/No Credit/RP,C-,"CHE 281, CHE 298. Not available to Open University Students.",,,,,Upper,CHE 298 may be taken co-currently wtih instructor approval.
115947,13,FREN 25A - Intermediate French: Reading,FREN 25A,FREN,Intensive training in reading authentic texts of a broad variety of genres in French to increase the students&#8217; proficiency from ACTFL Low Intermediate to Mid and High Intermediate levels.,4 unit(s),Letter Graded,C-,One Year of college-level French (or equivalent or SJSU placement exam).,,,,C2: Humanities.,Lower,
115948,13,CHE 298I - MS Research/Project Internship,CHE 298I,CHE,Master&#8217;s project work in Chemical Engineering. This section is for students completing their Master&#8217;s project work at an off campus location.,1-3 unit(s),Mandatory Credit/No Credit/RP,C-,Admission to candidacy. Not available to Open University Students.,,,,,Upper,
115949,13,CHE 197 - Cooperative Education Project,CHE 197,CHE,"Part or full-time on-site paid work experience based on a pre-approved project assignment in area of student&#8217;s career objective. Oral presentations, written final report and evaluation by project supervisor. Approved technical elective.",3 unit(s),Letter Graded,C-,Instructor consent.,,,,,Upper,
115950,13,CHE 281 - MS Thesis/Project Preparation Seminar,CHE 281,CHE,Development of project or thesis proposal.,1 unit(s),Credit/No Credit,C-,"Classified standing, completion of minimum 9 units towards MS degree, candidacy form submitted, satisfactory completion of university graduate writing requirement.",,,Lab 3 hours.,,Upper,
115951,13,CHE 131 - Air Pollution Meteorology,CHE 131,CHE,"Quantitative description of contaminants in the atmosphere: sources, dispersion and sinks; their effects on atmospheric energy balance and condensation.",3 unit(s),Letter Graded,C-,METR 121B or instructor consent.,,,,,Upper,
115952,13,CHEM 293 - Applied Bioinformatics,CHEM 293,CHEM,"Bioinformatics theory and applications including sequence search, proteomics, molecular modeling, and combinatorial chemistry. Students will work in teams and be guided in independent inquiry to solve practical bioinformatics problems.",3 unit(s),Letter Graded,C-,Senior or graduate standing in engineering or science.,,,,,Upper,
115953,13,FREN 25B - Intermediate French: Writing,FREN 25B,FREN,"Intensive practice in French expository writing to increase the students&#8217; written proficiency from ACTFL Low Intermediate to Mid and High levels. Review of major grammatical rules, vocabulary development and introduction to translation.",4 unit(s),Letter Graded,C-,,,,,C2: Humanities.,Lower,
115954,13,GERM 1A - Elementary German,GERM 1A,GERM,Basic structure of the language in the context of culture.,4 unit(s),Letter Graded,C-,,,,,C2: Humanities.,Lower,
115955,13,CHEM 8 - Organic Chemistry,CHEM 8,CHEM,Introduction to the chemistry of carbon compounds for allied health majors and others requiring only 3 units of organic chemistry lecture.,3 unit(s),Letter Graded,C-,CHEM 1B (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Lower,CHEM 008 is not a satisfactory prerequisite for CHEM 112B. No credit toward Chemistry major or minor.
115956,13,CHEM 9 - Organic Chemistry Lab,CHEM 9,CHEM,Organic chemistry laboratory for allied health majors and others requiring only 1 unit of organic chemistry lab.,1 unit(s),Letter Graded,C-,,,CHEM 8.,Lab 3 hours.,,Lower,No credit toward Chemistry major or minor.
115957,13,CHEM 10 - Chemical Calculations and Concepts,CHEM 10,CHEM,"Fundamental concepts in chemistry and problems in chemical symbolism and calculations. For students wishing to continue in chemistry, but lacking prerequisites for <a href=""preview_course_nopop.php?catoid=13&coid=114931"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=114931&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=114931&display_options[location]=tooltip&show"" id=""tt636"" target=""_blank"">CHEM 1A</a><span style=""display: none !important"">&#160;</span>.",3 unit(s),Letter Graded,C-,One year high school algebra.,,,Lecture 2 hours/activity 2 hours.,,Lower,No credit towards chemistry major or minor.
115958,13,GERM 1B - Elementary German,GERM 1B,GERM,Basic structure of the language in the context of culture.,4 unit(s),Letter Graded,C-,GERM 1A or equivalent.,,,,C2: Humanities.,Lower,
115959,13,CHEM 30B - Introductory Chemistry,CHEM 30B,CHEM,"Organic compounds produced both in nature and artificially and the reactions they undergo, particularly in the human.",3 unit(s),Letter Graded,C-,CHEM 30A or CHEM 1A (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,Lecture 2 hours/lab 3 hours.,,Lower,No credit toward Chemistry major or minor.
115960,13,CHEM 55 - Quantitative Analysis,CHEM 55,CHEM,Introduction to theories and techniques of chemical analysis.,2 unit(s),Letter Graded,C-,CHEM 1B (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted),,,,,Lower,
115961,13,CHEM 90 - Problem Solving for Chemistry,CHEM 90,CHEM,Supplemental course taken simultaneously with lower division chemistry lecture courses. Techniques for studying and problem solving emphasis. Preparation and active participation expected. Consult schedule of classes for current offering(s).,1 unit(s),Credit/No Credit,C-,,,,,,Lower,No credit toward chemistry major or minor.
115962,13,CHEM 92 - International Program Studies,CHEM 92,CHEM,"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",1-6 unit(s),Mixed Grading,C-,,,,,,Lower,
115963,13,GERM 25A - Intermediate German,GERM 25A,GERM,Review of basic grammar expansion of vocabulary and communication skills in the context of culture.,4 unit(s),Letter Graded,C-,One year of college-level German (or equivalent or SJSU placement exam).,,,,C2: Humanities.,Lower,
115964,13,CHEM 112A - Organic Chemistry,CHEM 112A,CHEM,"Chemistry of the carbon compounds, both aliphatic and aromatic, emphasizing underlying concepts.",3 unit(s),Letter Graded,C-,CHEM 1B (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,
115965,13,CHEM 112B - Organic Chemistry,CHEM 112B,CHEM,"Continuation of <a href=""preview_course_nopop.php?catoid=13&coid=115964"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=115964&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=115964&display_options[location]=tooltip&show"" id=""tt6990"" target=""_blank"">CHEM 112A</a><span style=""display: none !important"">&#160;</span>.",3 unit(s),Letter Graded,C-,CHEM 112A (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,
115966,13,CHEM 113A - Organic Chemistry Lab,CHEM 113A,CHEM,"Fundamental techniques for the isolation, characterization and synthesis of organic compounds.",2 unit(s),Letter Graded,C-,"CHEM 112A (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted). Chemistry, Biology, Forensic Science-Chemistry, Forensic Science-Biology, Biomedical Engineering and Chemical Engineering majors only, all others by department consent.",,,Lab 6 hours.,,Upper,
115967,13,CHEM 113B - Organic Chemistry Lab,CHEM 113B,CHEM,"Continuation of <a href=""preview_course_nopop.php?catoid=13&coid=115966"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=115966&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=115966&display_options[location]=tooltip&show"" id=""tt9956"" target=""_blank"">CHEM 113A</a><span style=""display: none !important"">&#160;</span> including more advanced work.",3 unit(s),Letter Graded,C-,CHEM 113A (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted). Chemistry majors only or instructor consent.,,CHEM 112B.,Lecture 1 hour/lab 6 hours.,,Upper,
115968,13,CHEM 114 - Advanced Organic Chemistry Lab,CHEM 114,CHEM,"A capstone course on special topics in laboratory experiments utilizing modern chemical, physical and spectrometric methods. A grade of &#8220;C&#8221; or better is required for majors.",3 unit(s),Letter Graded,C-,"CHEM 55, CHEM 100W, CHEM 112B and CHEM 113B (with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted).",,,Lecture 1 hour/lab 6 hours.,,Upper,
115969,13,CHEM 118 - Special Topics in Organic Chemistry,CHEM 118,CHEM,"Introduction to a wide range of subjects typically missing from the traditional organic chemistry sequence (<a href=""preview_course_nopop.php?catoid=13&coid=115964"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=115964&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=115964&display_options[location]=tooltip&show"" id=""tt9026"" target=""_blank"">CHEM 112A</a><span style=""display: none !important"">&#160;</span> and <a href=""preview_course_nopop.php?catoid=13&coid=115965"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=115965&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=115965&display_options[location]=tooltip&show"" id=""tt313"" target=""_blank"">CHEM 112B</a><span style=""display: none !important"">&#160;</span>, <a href=""preview_course_nopop.php?catoid=13&coid=115966"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=115966&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=115966&display_options[location]=tooltip&show"" id=""tt8536"" target=""_blank"">CHEM 113A</a><span style=""display: none !important"">&#160;</span> and <a href=""preview_course_nopop.php?catoid=13&coid=115967"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=115967&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=115967&display_options[location]=tooltip&show"" id=""tt9700"" target=""_blank"">CHEM 113B</a><span style=""display: none !important"">&#160;</span>). Consult schedule of classes for current offering(s).",1 unit(s),Letter Graded,C-,CHEM 112B (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,
115970,13,CHEM 120S - Chemical Safety Seminar,CHEM 120S,CHEM,"Safety protocol appropriate to working with hazardous chemicals. Physical nature of hazards, biological effects, permissible exposures, safety precaution techniques. OSHA requirements.",1 unit(s),Credit/No Credit,C-,College level chemistry course. Upper division standing.,,,,,Upper,
115971,13,CHEM 126 - Introduction to Nuclear Science,CHEM 126,CHEM,"Properties of the atomic nucleus. Applications of nuclear science in biology, chemistry, engineering, geology and physics.",3 unit(s),Letter Graded,C-,"Lower division calculus, chemistry and physics.",,,,,Upper,
115972,13,CHEM 127 - Nuclear Science Lab,CHEM 127,CHEM,"Basic techniques and procedures used in nuclear science. Nuclear decay, nuclear reactions, radiation detection and measurements, nuclear analytical methods and tracer techniques.",3 unit(s),ABC-/No Credit,C-,"NUCS 121S, CHEM 100W and CHEM 126 (with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted); or instructor consent.",,,Lecture 1 hour/lab 6 hours.,,Upper,
115973,13,CHEM 130A - Biochemistry,CHEM 130A,CHEM,"Chemistry of amino acids, carbohydrates, lipids and nucleotides. Studies of protein structure and function, protein isolation, enzyme kinetics and enzyme mechanisms.",4 unit(s),Letter Graded,C-,CHEM 112B (with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,CHEM 130A and CHEM 135 cannot both be applied towards a chemistry major or a chemistry minor.
115974,13,CHEM 130B - Biochemistry,CHEM 130B,CHEM,"Continuation of <a href=""preview_course_nopop.php?catoid=13&coid=115973"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=115973&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=115973&display_options[location]=tooltip&show"" id=""tt613"" target=""_blank"">CHEM 130A</a><span style=""display: none !important"">&#160;</span>, Concepts of bioenergetics; biochemical pathways of degradation and synthesis; metabolic regulation.",4 unit(s),Letter Graded,C-,CHEM 130A and BIOL 30 (with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,
115975,13,CHEM 130C - Biochemistry,CHEM 130C,CHEM,"Advanced biochemical topics selected from the fields of immunology, physiology, molecular and cell biology.",3 unit(s),Letter Graded,C-,CHEM 130A and BIOL 30 (with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,
115976,13,CHEM 131A - Biochemistry Lab,CHEM 131A,CHEM,Fundamental qualitative and quantitative techniques and methodology in modern biochemistry.,2 unit(s),Letter Graded,C-,"CHEM 55, CHEM 55L and CHEM 113A (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).",,CHEM 130A.,Lab 6 hours.,,Upper,
115977,13,GERM 25B - Intermediate German,GERM 25B,GERM,"Introduction of complex grammatical features, continued expansion of vocabulary and communication skills in the context of culture.",4 unit(s),Letter Graded,C-,Three semesters of college German or equivalent.,,,,C2: Humanities.,Lower,
115978,13,CHEM 132 - Introductory Biochemistry,CHEM 132,CHEM,"Cellular and nutritional biochemistry for those who do not plan to continue in biochemistry, such as nutritional science and other science majors.",4 unit(s),Letter Graded,C-,CHEM 30B or CHEM 8 (with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,No credit toward Chemistry major or minor.
115979,13,CHEM 132L - Introductory Biochemistry Lab,CHEM 132L,CHEM,"Lab work associated with chemistry of foods and nutrition, cellular metabolism, biomacromolecules, vitamins and the structure of carbohydrates, lipids, proteins and nucleic acids.",1 unit(s),Letter Graded,C-,"CHEM 30B or CHEM 8 (with a grade of \u201cC\u201d or better, \u201cC-\u201d not accepted).",,CHEM 132.,Lab 3 hours.,,Upper,No credit toward Chemistry major or minor.
115980,13,CHEM 135 - General Biochemistry,CHEM 135,CHEM,"Survey course on structure/function of biological molecules such as amino acids, proteins including enzymes, lipids/membranes, carbohydrates, and nucleic. Course topics include intermediary metabolism, regulation, and molecular biology.",4 unit(s),Letter Graded,C-,"BIOL 30, CHEM 112A, CHEM 112B (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).",,,,,Upper,CHEM 135 and CHEM 130A cannot both be applied toward a chemistry major or a chemistry minor.
115981,13,CHEM 145 - Inorganic Chemistry,CHEM 145,CHEM,"Development of unifying principles to understand the chemistry of the elements. An introduction to the chemistry, bonding theories and applications of coordination compounds.",3 unit(s),Letter Graded,C-,CHEM 112B (with grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,CHEM 113A (with grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,Upper,
115982,13,CHEM 146 - Physical-Inorganic Techniques,CHEM 146,CHEM,"Application of advanced instrumental and preparative techniques to the study of structure, reactivity and spectroscopy of inorganic and organic substances including materials. This is a capstone course. A grade of &#8220;C&#8221; or better is required for majors.",3 unit(s),Letter Graded,C-,"CHEM 100W, CHEM 113A, and CHEM 145 (with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted) or instructor consent.",,,Lecture 1 hour/lab 6 hours.,,Upper,
115983,13,CHEM 155 - Instrumental Analysis,CHEM 155,CHEM,Principles and practices in the use of instrumental methods in chemical analysis. Basic physical chemistry necessary to understand the operation and limitations of the instruments.,4 unit(s),Letter Graded,C-,"CHEM 55L, CHEM 100W, CHEM 160 or CHEM 161A (with grades of \u201cC\u201d or better, \u201cC-\u201d not accepted).",,,,,Upper,
115984,13,CHEM 159 - Advanced Analytical Chemistry,CHEM 159,CHEM,A lecture and problem course which considers advanced topics in chemical analysis. Consult schedule of classes for current offering(s).,1-2 unit(s),Letter Graded,C-,Upper division standing or instructor consent.,,,,,Upper,A total of 6 units may apply toward degree.
115985,13,CHEM 160 - Physical Chemistry,CHEM 160,CHEM,"Introduction to the fundamental principles of physical chemistry. Thermodynamics, kinetics, quantum mechanics and spectroscopy.",4 unit(s),Letter Graded,C-,"CHEM 55, PHYS 2B, and MATH 30 or MATH 30X (all with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted).",,,,,Upper,
115986,13,CHEM 161A - Physical Chemistry,CHEM 161A,CHEM,"Principles of classical physical chemistry. Chemical thermodynamics, kinetics and electrochemistry.",3 unit(s),Letter Graded,C-,"CHEM 55 (or CHEM 1B and upper division standing for engineering majors), PHYS 50, and MATH 32 or MATH 32X (all with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted).",,,,,Upper,
115987,13,CHEM 161B - Physical Chemistry,CHEM 161B,CHEM,"Principles of modern physical chemistry. Quantum chemistry, spectroscopy and statistical mechanics.",3 unit(s),Letter Graded,C-,CHEM 161A and PHYS 52 (with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted). Upper division standing.,,,,,Upper,
115988,13,CHEM 162L - Physical Chemistry Lab,CHEM 162L,CHEM,Physical chemical measurements with data analysis and written reports.,2 unit(s),Letter Graded,C-,CHEM 100W or ENGR 100W; CHEM 161A or CHEM 160 (all prerequisites with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,Lab 6 hours.,,Upper,"If using CHEM 161A as a prerequisite, it requires either CHEM 161B or CHE 158 as a co-requisite."
115989,13,CHEM 172 - Chemistry of Wine,CHEM 172,CHEM,"Introduction to chemistry of important components (organic acids, pigments, tannins, flavor constituents, etc.) of grape wine. Chemical changes that occur during fermentation, maturation and aging.",1 unit(s),Letter Graded,C-,CHEM 1B (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted) or instructor consent.,,,,,Upper,
115990,13,CHEM 173 - Polymer Chemistry,CHEM 173,CHEM,"Chemistry of polymeric substances, both natural and synthetic, emphasizing polymers of current interest.",3 unit(s),Letter Graded,C-,CHEM 112B (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted) or instructor consent.,,,,,Upper,
115991,13,CHEM 101 - Chemistry and the Computer,CHEM 101,CHEM,"Computational methods for analyzing and storing chemical data sourced from both experiments and molecular simulations. Emphasis on the use of Excel and Python, no previous coding experience needed.",3 unit(s),Letter Graded,C-,CHEM 55 and MATH 30 or MATH 30P or MATH 30PL or MATH 30X (with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,Lecture 2 hours/activity 2 hours.,,Upper,Offered online.
115992,13,CHEM 180 - Individual Studies,CHEM 180,CHEM,Advanced supervised lab work. Work and results described in written and oral reports as required by instructor. An honors course.,1-4 unit(s),Credit/No Credit,C-,"CHEM 120S, instructor consent and \u201cB\u201d average. Not available to Open University Students",,,,,Upper,
115993,13,CHEM 184 - Directed Reading,CHEM 184,CHEM,"Assigned readings of selected books, journals and papers to fill gaps in training or for contact with new fields. Regular conferences with instructor. Written report required. An honors course.",1-3 unit(s),Credit/No Credit,C-,Instructor consent and CHEM 55. Not available to Open University Students,,,,,Upper,
115994,13,CHEM 190 - Introduction to Research,CHEM 190,CHEM,Supplemental course taken simultaneously with lower and upper division chemistry lecture courses. Foundational techniques for doing research. Preparation and active participation expected.,1 unit(s),Letter Graded,C-,,,,,,Upper,
115995,13,CHEM 191 - Undergraduate Seminar,CHEM 191,CHEM,"Engaging with presentations of topics within specialized sub-areas of chemistry by SJSU Master&#8217;s students, SJSU faculty, and faculty and other professionals in the chemistry enterprise beyond SJSU. A total of 2 units may be repeated.",3 Unit(s),Letter Graded,C-,,,,,,Upper,
115996,13,CHEM 199 - Senior Thesis or Project,CHEM 199,CHEM,"<em></em><em></em><em></em><strong>Prerequisite(s):</strong> Minimum of 2 units of <a href=""preview_course_nopop.php?catoid=13&coid=115992"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=115992&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=115992&display_options[location]=tooltip&show"" id=""tt6769"" target=""_blank"">CHEM 180</a><span style=""display: none !important"">&#160;</span> or <a href=""preview_course_nopop.php?catoid=13&coid=115993"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=115993&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=115993&display_options[location]=tooltip&show"" id=""tt6100"" target=""_blank"">CHEM 184</a><span style=""display: none !important"">&#160;</span>, instructor consent and <a href=""preview_course_nopop.php?catoid=13&coid=119691"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=119691&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=119691&display_options[location]=tooltip&show"" id=""tt7290"" target=""_blank"">CHEM 100W</a><span style=""display: none !important"">&#160;</span>. Not available to Open University Students",1 unit(s),Credit/No Credit,C-,"Minimum of 2 units of CHEM 180 or CHEM 184, instructor consent and CHEM 100W. Not available to Open University Students",,,,,Upper,
115997,13,CHEM 201 - Graduate Studies in Chemistry,CHEM 201,CHEM,Principles and topics in contemporary chemical research. Open to senior undergraduates with instructor consent.,1 unit(s),Credit/No Credit,C-,,,,,,Upper,
115998,13,CHEM 212 - Natural Products,CHEM 212,CHEM,"Topics from the structure proof, synthesis and biosynthesis of secondary metabolites.",3 unit(s),Letter Graded,C-,CHEM 114 (or equivalent with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted) or other advanced organic course.,,,,,Upper,Alternate years.
115999,13,CHEM 216 - Physical Organic Chemistry,CHEM 216,CHEM,Application of molecular orbital theory to organic chemistry and related topics.,3 unit(s),Letter Graded,C-,CHEM 112B and CHEM 161B (or equivalents with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,Alternate years.
116000,13,CHEM 218 - Organotransition Metal Chemistry,CHEM 218,CHEM,Structure and reaction chemistry of compounds which contain transition metal-carbon bonds. Applications to catalytic processes and to organic synthesis.,3 unit(s),Letter Graded,C-,CHEM 112B and CHEM 145 (or equivalents with grades of \u201cC\u201d or better; \u201cC-\u201d not accepted) or instructor consent.,,,,,Upper,Alternate years.
116001,13,CHEM 231 - Advanced Biochemistry,CHEM 231,CHEM,"Chemistry of the amino acids, peptides and proteins, the chemistry of enzyme action and introduction to the metabolism of amino acids and related compounds.",3 unit(s),Letter Graded,C-,CHEM 130B or CHEM 135 (or equivalent with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,Alternate years.
116002,13,CHEM 232 - Nucleic Acids,CHEM 232,CHEM,"Topics include structural features of DNA and RNA, protein-DNA or RNA interactions, chemical and enzymatic basis for gene expression, and recombinant DNA methods.",3 unit(s),Letter Graded,C-,CHEM 130C or CHEM 135 (or equivalent with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,Alternate years.
116003,13,CHEM 234 - Enzymology,CHEM 234,CHEM,"Enzyme structure, function, classification, isolation and methodology, mechanisms, theory of catalysis, enzyme kinetics, pH effects, allosterism and regulation.",3 unit(s),Letter Graded,C-,CHEM 130B or CHEM 135 (or equivalent with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,Alternate years.
116004,13,CHEM 236 - Biophysical Methods,CHEM 236,CHEM,"Advanced lectures on theory and methodology of biophysical measurements. Topics selected from spectroscopic, electromigration and hydrodynamic methods. Practice, limitations and data reduction procedures for each method examined.",3 unit(s),Letter Graded,C-,CHEM 130A or CHEM 135 (or equivalent with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted) or instructor consent.,,,,,Upper,Alternate years.
